id,ra_deg,dec_deg,magnitude,names
star/j024424+491348,41.1,49.23,4.13,
star/j062848+201236,97.2,20.21,4.13,
star/j204612-251612,311.55002,-25.27,4.13,
star/j234012+053748,355.05,5.63,4.13,
star/j034612+235700,56.55,23.95,4.14,
star/j083748+054200,129.45,5.7,4.14,
star/j221612+374500,334.05002,37.75,4.14,
star/j033036+125624,52.65,12.94,4.14,
star/j153300+312136,233.25,31.36,4.14,
star/j155736+265248,239.4,26.88,4.14,
star/j214424+253900,326.1,25.65,4.14,
star/j172324+370900,260.84998,37.15,4.15,
star/j071200-002924,108.0,-0.49,4.15,
star/j234012+441948,355.05,44.33,4.15,
star/j120636-643636,181.65,-64.61,4.15,
star/j060412+231536,91.05,23.26,4.16,
star/j034912-361200,57.3,-36.2,4.17,
star/j172624-241048,261.6,-24.18,4.17,
star/j003300+625548,8.25,62.93,4.17,
star/j221648-074648,334.2,-7.78,4.17,
star/j072924+314648,112.35,31.78,4.18,
star/j141612+460524,214.05,46.09,4.18,
star/j141236-101612,213.15,-10.27,4.18,
star/j163636-351536,249.15001,-35.26,4.18,
star/j224048-270224,340.2,-27.04,4.18,
star/j184536+203300,281.4,20.55,4.19,
star/j221500+570224,333.75,57.04,4.19,
star/j224648+121012,341.7,12.17,4.19,
star/j134912-342700,207.29999,-34.45,4.19,
star/j075700-225248,119.25,-22.88,4.2,
star/j053036+055700,82.65,5.95,4.2,
star/j225548-323224,343.95,-32.54,4.2,
star/j102736+364236,156.9,36.71,4.2,
star/j163412+422624,248.54999,42.44,4.2,
star/j180524+023000,271.35,2.5,4.21,
star/j164612+820224,251.55,82.04,4.21,
star/j032848+595624,52.2,59.94,4.21,
star/j042512+221724,66.3,22.29,4.21,
star/j202924+625924,307.35,62.99,4.21,
star/j160636-364800,241.65001,-36.8,4.22,
star/j212624-652212,321.6,-65.37,4.22,
star/j162700-182736,246.75002,-18.46,4.22,
star/j075324-480600,118.35,-48.1,4.22,
star/j001948-645248,4.9500003,-64.88,4.22,
star/j034648-231500,56.7,-23.25,4.22,
star/j025024+381912,42.6,38.32,4.22,
star/j185212-621124,283.05002,-62.19,4.22,
star/j182100+712024,275.25,71.34,4.22,
star/j211724+392324,319.35,39.39,4.22,
star/j184724-044500,281.85,-4.75,4.22,
star/j204536+304312,311.4,30.72,4.22,
star/j185436+365400,283.65,36.9,4.22,
star/j231424-060300,348.6,-6.05,4.22,
star/j231536-090524,348.9,-9.09,4.22,
star/j214648+491836,326.7,49.31,4.23,
star/j134536-330224,206.40001,-33.04,4.23,
star/j160900+445548,242.25,44.93,4.23,
star/j140148+013224,210.45,1.54,4.23,
star/j074312+285248,115.799995,28.88,4.23,
star/j214348+584648,325.94998,58.78,4.23,
star/j164312-773112,250.79999,-77.52,4.23,
star/j174124-125248,265.35,-12.88,4.24,
star/j022700-474200,36.75,-47.7,4.24,
star/j024424-135136,41.1,-13.86,4.24,
star/j121836-791836,184.65001,-79.31,4.24,
star/j163112-344200,247.8,-34.7,4.24,
star/j010900+861536,17.25,86.26,4.24,
star/j040636+502100,61.65,50.35,4.25,
star/j050900-084500,77.25,-8.75,4.25,
star/j082248+431124,125.700005,43.19,4.25,
star/j214536+610712,326.4,61.12,4.25,
star/j043524+100936,68.850006,10.16,4.25,
star/j041612-512924,64.05,-51.49,4.25,
star/j043636+411536,69.15,41.26,4.25,
star/j142736+754200,216.9,75.7,4.25,
star/j125324-401048,193.35,-40.18,4.26,
star/j010936+471424,17.4,47.24,4.26,
star/j131200+275248,198.0,27.88,4.26,
star/j220336+643748,330.9,64.63,4.26,
star/j033336-213748,53.399998,-21.63,4.26,
star/j045400+662024,73.5,66.34,4.26,
star/j031948-430412,49.949997,-43.07,4.26,
star/j180148+213600,270.45,21.6,4.26,
star/j085812+115136,134.55,11.86,4.26,
star/j173636-383748,264.15002,-38.63,4.26,
star/j014536+090936,26.4,9.16,4.26,
star/j232812+062248,352.05,6.38,4.27,
star/j024500+100636,41.25,10.11,4.27,
star/j041536+085324,63.9,8.89,4.27,
star/j010300+075324,15.749999,7.89,4.27,
star/j123336+412136,188.40001,41.36,4.27,
star/j043824+123036,69.6,12.51,4.27,
star/j192324-444800,290.84998,-44.8,4.27,
star/j151836-475248,229.65001,-47.88,4.27,
star/j044200+225736,70.5,22.96,4.27,
star/j204648+160712,311.7,16.12,4.27,
star/j130712-495436,196.8,-49.91,4.27,
star/j201312+563412,303.3,56.57,4.28,
star/j033636+002400,54.149998,0.4,4.28,
star/j102700-310412,156.75,-31.07,4.28,
star/j093712+811948,144.3,81.33,4.28,
star/j042624+224836,66.6,22.81,4.28,
star/j230636-433112,346.65002,-43.52,4.28,
star/j221012+331048,332.55,33.18,4.28,
star/j172736-295212,261.9,-29.87,4.28,
star/j212212-164948,320.55002,-16.83,4.28,
star/j154348+774724,235.95,77.79,4.29,
star/j220636-135212,331.65002,-13.87,4.29,
star/j163112-163636,247.8,-16.61,4.29,
star/j115248-335436,178.2,-33.91,4.29,
star/j233824+431612,354.59998,43.27,4.29,
star/j223148-322100,337.95,-32.35,4.29,
star/j051948-131048,79.95,-13.18,4.29,
star/j103936-553600,159.9,-55.6,4.29,
star/j123148-161200,187.95,-16.2,4.3,
star/j005848-292136,14.700001,-29.36,4.3,
star/j114948-634724,177.45,-63.79,4.3,
star/j084312+032400,130.8,3.4,4.3,
star/j142024-562324,215.1,-56.39,4.3,
star/j042512+175548,66.3,17.93,4.3,
star/j022812+082736,37.05,8.46,4.3,
star/j060000+455624,90.0,45.94,4.3,
star/j113712-004912,174.3,-0.82,4.3,
star/j034836-373712,57.149998,-37.62,4.3,
star/j201724-123036,304.35,-12.51,4.3,
star/j034500+242812,56.25,24.47,4.3,
star/j105548+244500,163.95001,24.75,4.3,
star/j142700-834012,216.75,-83.67,4.31,
star/j160712-205212,241.80002,-20.87,4.31,
star/j084048-594536,130.20001,-59.76,4.31,
star/j203824-010636,309.59998,-1.11,4.31,
star/j152436+372248,231.15,37.38,4.31,
star/j084612-133300,131.55,-13.55,4.32,
star/j044012-194012,70.05,-19.67,4.32,
star/j172100-125100,260.25,-12.85,4.32,
star/j120300-631836,180.75,-63.31,4.32,
star/j061536+293000,93.9,29.5,4.32,
star/j093148+225812,142.95,22.97,4.32,
star/j135136-325924,207.9,-32.99,4.32,
star/j033636+481124,54.149998,48.19,4.32,
star/j145136-433448,222.9,-43.58,4.32,
star/j053224+183524,83.1,18.59,4.32,
star/j072812+085548,112.049995,8.93,4.33,
star/j111800+313224,169.5,31.54,4.33,
star/j180824-634012,272.09998,-63.67,4.33,
star/j142624-452248,216.59999,-45.38,4.33,
star/j181948+360336,274.95,36.06,4.33,
star/j125324-485624,193.35,-48.94,4.33,
star/j082024-772848,125.100006,-77.48,4.34,
star/j063148-232512,97.950005,-23.42,4.34,
star/j054500-654424,86.25,-65.74,4.34,
star/j003824+291836,9.599999,29.31,4.34,
star/j214424+172100,326.1,17.35,4.34,
star/j140148-453600,210.45,-45.6,4.34,
star/j172624+040824,261.6,4.14,4.34,
star/j091612-573224,139.05,-57.54,4.34,
star/j003636+334312,9.150001,33.72,4.34,
star/j184648+181048,281.7,18.18,4.34,
star/j093636-492136,144.15,-49.36,4.34,
star/j153748-423412,234.45,-42.57,4.34,
star/j184500+373636,281.25,37.61,4.34,
star/j011048+550900,17.699999,55.15,4.34,
star/j222924+474236,337.35,47.71,4.34,
star/j191612+380748,289.05002,38.13,4.35,
star/j214500-330148,326.25,-33.03,4.35,
star/j182324-612924,275.84998,-61.49,4.35,
star/j151800-300900,229.5,-30.15,4.35,
star/j063448-525848,98.7,-52.98,4.35,
star/j045024+085400,72.600006,8.9,4.35,
star/j122700+281612,186.75,28.27,4.35,
star/j031124+194348,47.850002,19.73,4.35,
star/j173224+863524,263.1,86.59,4.35,
star/j080748-683712,121.950005,-68.62,4.35,
star/j084836+055024,132.15001,5.84,4.35,
star/j065700+582512,104.25,58.42,4.35,
star/j055736-351648,89.4,-35.28,4.36,
star/j140600-411048,211.5,-41.18,4.36,
star/j193636-011724,294.15002,-1.29,4.36,
star/j003148-625736,7.95,-62.96,4.36,
star/j033036+480000,52.65,48.0,4.36,
star/j051312-125624,78.299995,-12.94,4.36,
star/j040448+220448,61.199997,22.08,4.36,
star/j080824-025848,122.100006,-2.98,4.36,
star/j021312+085100,33.3,8.85,4.36,
star/j004312-572736,10.8,-57.46,4.36,
star/j065624-170300,104.1,-17.05,4.36,
star/j045248-052700,73.200005,-5.45,4.36,
star/j071836-245700,109.65,-24.95,4.37,
star/j110000-421348,165.0,-42.23,4.37,
star/j000148-060036,0.45,-6.01,4.37,
star/j061648-350824,94.200005,-35.14,4.37,
star/j180900+204836,272.25,20.81,4.37,
star/j200000-351648,300.0,-35.28,4.37,
star/j200900+774236,302.25,77.71,4.38,
star/j233300-374912,353.25,-37.82,4.38,
star/j232548-203824,351.45,-20.64,4.38,
star/j131012-053224,197.55,-5.54,4.38,
star/j034948+653148,57.449997,65.53,4.39,
star/j165400+101012,253.5,10.17,4.39,
star/j080224+021948,120.6,2.33,4.39,
star/j015324-461800,28.35,-46.3,4.39,
star/j194048+172848,295.2,17.48,4.39,
star/j053448+092924,83.7,9.49,4.39,
star/j150300+020524,225.75,2.09,4.39,
star/j194012+180036,295.05,18.01,4.39,
star/j100748+100000,151.95,10.0,4.39,
star/j062400+043524,96.0,4.59,4.39,
star/j074800-255624,117.0,-25.94,4.4,
star/j215812-545924,329.55,-54.99,4.4,
star/j055436+201648,88.649994,20.28,4.4,
star/j185700-671348,284.25,-67.23,4.4,
star/j080900-191500,122.24999,-19.25,4.4,
star/j005700+232512,14.25,23.42,4.4,
star/j211800+345400,319.5,34.9,4.41,
star/j173036+260636,262.65,26.11,4.41,
star/j064948-533712,102.45,-53.62,4.41,
star/j142248-393036,215.7,-39.51,4.41,
star/j071124+301500,107.85,30.25,4.41,
star/j231800-091048,349.5,-9.18,4.41,
star/j230748+752324,346.94998,75.39,4.41,
star/j231836-323148,349.65,-32.53,4.41,
star/j172100-210636,260.25,-21.11,4.41,
star/j175848+301124,269.69998,30.19,4.41,
star/j060748+144612,91.950005,14.77,4.42,
star/j081348-402100,123.45,-40.35,4.42,
star/j071348-443824,108.45,-44.64,4.42,
star/j180148+011836,270.45,1.31,4.42,
star/j222324+521348,335.84998,52.23,4.42,
star/j232512+232400,351.3,23.4,4.42,
star/j063748-181424,99.450005,-18.24,4.42,
star/j110224+201048,165.6,20.18,4.42,
star/j145024-275736,222.6,-27.96,4.42,
star/j071424-262100,108.6,-26.35,4.42,
star/j202400+321124,306.0,32.19,4.43,
star/j204800-050148,312.0,-5.03,4.43,
star/j200224-274236,300.6,-27.71,4.43,
star/j204312+150412,310.8,15.07,4.43,
star/j045700+534500,74.25,53.75,4.43,
star/j041500-073824,63.75,-7.64,4.43,
star/j154612+072100,236.55,7.35,4.43,
star/j034612-120600,56.55,-12.1,4.43,
star/j191348+390900,288.44998,39.15,4.43,
star/j192848+244012,292.19998,24.67,4.44,
star/j143224-502736,218.1,-50.46,4.44,
star/j004836+073524,12.15,7.59,4.44,
star/j041612-591800,64.05,-59.3,4.44,
star/j061948+590036,94.95,59.01,4.44,
star/j081124-393712,122.84999,-39.62,4.44,
star/j044048-415136,70.2,-41.86,4.44,
star/j001424-185548,3.6,-18.93,4.44,
star/j090000-411500,135.0,-41.25,4.45,
star/j014124+052924,25.35,5.49,4.45,
star/j103524-573336,158.85,-57.56,4.45,
star/j024912-322436,42.3,-32.41,4.45,
star/j081836-363936,124.65001,-36.66,4.45,
star/j083900+032024,129.75,3.34,4.45,
star/j104536-803224,161.40001,-80.54,4.45,
star/j051200-115212,78.0,-11.87,4.45,
star/j111648-033900,169.2,-3.65,4.45,
star/j163224-212812,248.1,-21.47,4.45,
star/j193412+072248,293.55,7.38,4.45,
star/j073412-221800,113.55,-22.3,4.45,
star/j061200+141236,93.0,14.21,4.45,
star/j191536+732136,288.9,73.36,4.45,
star/j035400-025700,58.5,-2.95,4.46,
star/j162700-473300,246.75002,-47.55,4.46,
star/j143448+294424,218.7,29.74,4.46,
star/j024500-183412,41.25,-18.57,4.46,
star/j120748-503936,181.95,-50.66,4.46,
star/j051312+025136,78.299995,2.86,4.46,
star/j022848+672400,37.2,67.4,4.46,
star/j032024+290300,50.1,29.05,4.47,
star/j075812-491424,119.549995,-49.24,4.47,
star/j090524-723600,136.35,-72.6,4.47,
star/j063300+071948,98.25,7.33,4.47,
star/j220600-393224,331.5,-39.54,4.47,
star/j045848+014236,74.7,1.71,4.47,
star/j062812-323448,97.049995,-32.58,4.47,
star/j115100-451012,177.75,-45.17,4.47,
star/j092436+261048,141.15,26.18,4.47,
star/j093448+520300,143.7,52.05,4.47,
star/j100712+351424,151.8,35.24,4.48,
star/j100748-002212,151.95,-0.37,4.48,
star/j042624+153712,66.6,15.62,4.48,
star/j090900+513600,137.25,51.6,4.48,
star/j111124-224948,167.84999,-22.83,4.48,
star/j193636+501312,294.15002,50.22,4.48,
star/j071236-464536,108.15,-46.76,4.48,
star/j064800+022436,102.0,2.41,4.48,
star/j234236-143224,355.65,-14.54,4.48,
star/j162400-200224,246.0,-20.04,4.48,
star/j040036-620936,60.15,-62.16,4.48,
star/j230636-234424,346.65002,-23.74,4.48,
star/j004500+481648,11.25,48.28,4.48,
star/j152324-591912,230.85,-59.32,4.48,
star/j230336+034912,345.9,3.82,4.48,
star/j043336-294612,68.4,-29.77,4.49,
star/j240000-653448,360.0,-65.58,4.49,
star/j210712-250036,316.80002,-25.01,4.49,
star/j145700-042100,224.25,-4.35,4.49,
star/j064348+131348,100.95,13.23,4.49,
star/j020148+705436,30.449999,70.91,4.49,
star/j075248-385136,118.200005,-38.86,4.49,
star/j234200+014648,355.5,1.78,4.49,
star/j144048+162512,220.20001,16.42,4.49,
star/j054948-561012,87.45,-56.17,4.5,
star/j210936-112212,317.4,-11.37,4.5,
star/j220824-325924,332.09998,-32.99,4.5,
star/j053900+040712,84.75,4.12,4.5,
star/j224048+441648,340.2,44.28,4.5,
star/j134724+172736,206.85,17.46,4.5,
star/j201536+274836,303.9,27.81,4.5,
star/j225248-325248,343.19998,-32.88,4.5,
star/j212848-214836,322.19998,-21.81,4.5,
star/j102100-560224,155.25,-56.04,4.5,
star/j211948-532700,319.95,-53.45,4.5,
star/j084648-564612,131.7,-56.77,4.5,
star/j114800+201312,177.0,20.22,4.5,
star/j221348+394236,333.44998,39.71,4.5,
star/j011124+300524,17.85,30.09,4.51,
star/j204348-515512,310.94998,-51.92,4.51,
star/j093936-611948,144.9,-61.33,4.51,
star/j092924-355700,142.34999,-35.95,4.51,
star/j204536+573448,311.4,57.58,4.51,
star/j001836+364724,4.65,36.79,4.51,
star/j154124+194012,235.34999,19.67,4.51,
star/j213712-192812,324.30002,-19.47,4.51,
star/j235436+573000,358.65,57.5,4.51,
star/j054912+391048,87.3,39.18,4.51,
star/j222736-645812,336.9,-64.97,4.51,
star/j200300+675212,300.75,67.87,4.51,
star/j141912-132212,214.79999,-13.37,4.52,
star/j213000+233824,322.5,23.64,4.52,
star/j231236+492436,348.15,49.41,4.52,
star/j024800+291500,42.0,29.25,4.52,
star/j150412+265700,226.04999,26.95,4.52,
star/j192136-155736,290.40002,-15.96,4.52,
star/j132400-643224,201.0,-64.54,4.52,
star/j181124-455700,272.85,-45.95,4.52,
star/j132248-605924,200.7,-60.99,4.52,
star/j223036+430712,337.65,43.12,4.52,
star/j141312+514724,213.3,51.79,4.53,
star/j073712-345812,114.299995,-34.97,4.53,
star/j060000-030412,90.0,-3.07,4.53,
star/j174724-274948,266.85,-27.83,4.53,
star/j003148-625812,7.95,-62.97,4.53,
star/j172624-050524,261.6,-5.09,4.53,
star/j004948+410448,12.45,41.08,4.53,
star/j204724+362924,311.85,36.49,4.53,
star/j093148-011048,142.95,-1.18,4.54,
star/j093412+362400,143.54999,36.4,4.54,
star/j195700-271012,299.25,-27.17,4.54,
star/j151200-194724,228.0,-19.79,4.54,
star/j063448-225736,98.7,-22.96,4.54,
star/j152324-365136,230.85,-36.86,4.54,
star/j051800+332212,79.5,33.37,4.54,
star/j232924+124536,352.35,12.76,4.54,
star/j230712+092436,346.80002,9.41,4.54,
star/j050412-352848,76.05,-35.48,4.55,
star/j095212+540336,148.05,54.06,4.55,
star/j070000+765848,105.0,76.98,4.55,
star/j222100+463224,335.25,46.54,4.55,
star/j153600-445736,234.0,-44.96,4.55,
star/j162024-241012,245.1,-24.17,4.55,
star/j222436+492848,336.15,49.48,4.55,
star/j033000+585248,52.5,58.88,4.55,
star/j000336-172024,0.9,-17.34,4.55,
star/j180748-282736,271.94998,-28.46,4.55,
star/j214200+711836,325.5,71.31,4.55,
star/j073000+120036,112.5,12.01,4.55,
star/j173524-463036,263.85,-46.51,4.56,
star/j111500+230600,168.75,23.1,4.56,
star/j035848-612400,59.7,-61.4,4.56,
star/j025136+350336,42.899998,35.06,4.56,
star/j055324+273636,88.35,27.61,4.56,
star/j210636+473900,316.65002,47.65,4.56,
star/j090636+382700,136.65,38.45,4.56,
star/j142624-451312,216.59999,-45.22,4.56,
star/j093412+694948,143.54999,69.83,4.56,
star/j190824-403000,287.09998,-40.5,4.57,
star/j162512+140148,246.3,14.03,4.57,
star/j195324+240448,298.34998,24.08,4.57,
star/j185436+223900,283.65,22.65,4.57,
star/j033712-401612,54.3,-40.27,4.57,
star/j162548-232700,246.45001,-23.45,4.57,
star/j095136-463300,147.9,-46.55,4.58,
star/j053524-045024,83.850006,-4.84,4.58,
star/j161236-275548,243.15,-27.93,4.58,
star/j173748-080712,264.44998,-8.12,4.58,
star/j205212+270600,313.05002,27.1,4.58,
star/j131200-595512,198.0,-59.92,4.58,
star/j232024+234424,350.1,23.74,4.58,
star/j135136+644312,207.9,64.72,4.58,
star/j174200+720900,265.5,72.15,4.58,
star/j104348-603412,160.95,-60.57,4.58,
star/j034236-371836,55.65,-37.31,4.59,
star/j004124-460524,10.35,-46.09,4.59,
star/j154948+260412,237.45,26.07,4.59,
star/j101948-550148,154.95,-55.03,4.59,
star/j111236-601912,168.15,-60.32,4.59,
star/j234912-280748,357.3,-28.13,4.59,
star/j193636-245248,294.15002,-24.88,4.59,
star/j155324-251948,238.35,-25.33,4.59,
star/j184424+393636,281.1,39.61,4.59,
star/j035024+711948,57.6,71.33,4.59,
star/j084012+641948,130.05,64.33,4.59,
star/j052700+030600,81.75,3.1,4.59,
star/j105700-370824,164.25,-37.14,4.6,
star/j100524-130336,151.35,-13.06,4.6,
star/j144500+165736,221.25,16.96,4.6,
star/j192024+654236,290.1,65.71,4.6,
star/j041800+501800,64.5,50.3,4.6,
star/j092924-024612,142.34999,-2.77,4.6,
star/j152512-384348,231.3,-38.73,4.6,
star/j153412-100336,233.54999,-10.06,4.61,
star/j000524-054236,1.35,-5.71,4.61,
star/j080000-182400,120.0,-18.4,4.61,
star/j155248+422700,238.2,42.45,4.61,
star/j001648+384048,4.2,38.68,4.61,
star/j031124+393636,47.850002,39.61,4.61,
star/j015324+031124,28.35,3.19,4.61,
star/j072700+491236,111.75,49.21,4.61,
star/j203412+351500,308.55,35.25,4.61,
star/j183336-421836,278.4,-42.31,4.62,
star/j053148-071800,82.950005,-7.3,4.62,
star/j050300+213524,75.75,21.59,4.62,
star/j005624+591048,14.1,59.18,4.62,
star/j113448-541536,173.7,-54.26,4.62,
star/j125436-590900,193.65,-59.15,4.62,
star/j185624+041200,284.1,4.2,4.62,
star/j124612-562924,191.55,-56.49,4.62,
star/j110448+072024,166.2,7.34,4.62,
star/j110636-622512,166.65,-62.42,4.62,
star/j162736-082212,246.9,-8.37,4.62,
star/j090748-255136,136.95,-25.86,4.62,
star/j180036-034124,270.15,-3.69,4.62,
star/j091536-372436,138.90001,-37.41,4.62,
star/j040000-240112,60.0,-24.02,4.62,
star/j145736+655548,224.4,65.93,4.63,
star/j025924+212024,44.85,21.34,4.63,
star/j183112-621648,277.80002,-62.28,4.63,
star/j084348-071348,130.95,-7.23,4.63,
star/j074348-282436,115.95,-28.41,4.63,
star/j123936-395924,189.9,-39.99,4.63,
star/j134048+544048,205.20001,54.68,4.63,
star/j075248-493636,118.200005,-49.61,4.63,
star/j155100-254500,237.75,-25.75,4.63,
star/j185100+592324,282.75,59.39,4.63,
star/j235736+250824,359.4,25.14,4.63,
star/j160336-574612,240.9,-57.77,4.63,
star/j154124-443936,235.34999,-44.66,4.64,
star/j223712+513300,339.30002,51.55,4.64,
star/j045436+100900,73.649994,10.15,4.64,
star/j060412+200824,91.05,20.14,4.64,
star/j180712+084348,271.80002,8.73,4.64,
star/j153936+363824,234.9,36.64,4.64,
star/j203524+144012,308.85,14.67,4.64,
star/j192624+002024,291.6,0.34,4.64,
star/j035400-243636,58.5,-24.61,4.64,
star/j134648-512548,206.7,-51.43,4.64,
star/j164948-104648,252.45,-10.78,4.64,
star/j171724+371724,259.35,37.29,4.64,
star/j230412+500300,346.05,50.05,4.64,
star/j071836-364348,109.65,-36.73,4.65,
star/j073524-282212,113.850006,-28.37,4.65,
star/j043336+145024,68.4,14.84,4.65,
star/j055400-630524,88.5,-63.09,4.65,
star/j073036-305736,112.65,-30.96,4.65,
star/j093036-402812-2,142.65001,-40.47,4.65,
star/j120036+063636,180.15001,6.61,4.65,
star/j024312+274236,40.8,27.71,4.65,
star/j160300-491348,240.74998,-49.23,4.65,
star/j102736-573824,156.9,-57.64,4.65,
star/j050448+152400,76.2,15.4,4.65,
star/j090524-703224,136.35,-70.54,4.66,
star/j123900-080000,189.75,-8.0,4.66,
star/j071648-275248,109.200005,-27.88,4.66,
star/j065548-200824,103.95,-20.14,4.66,
star/j182324-085548,275.84998,-8.93,4.66,
star/j064048+095400,100.2,9.9,4.66,
star/j153936-342436,234.9,-34.41,4.66,
star/j180448-293448,271.2,-29.58,4.66,
star/j105400+431124,163.5,43.19,4.66,
star/j124236-484836,190.65,-48.81,4.66,
star/j181800-270224,274.5,-27.04,4.66,
star/j084312+212812,130.8,21.47,4.66,
star/j200112+274500,300.30002,27.75,4.66,
star/j011124+210148,17.85,21.03,4.66,
star/j041500+402848,63.75,40.48,4.67,
star/j180000+164500,270.0,16.75,4.67,
star/e_lyrae,281.1,39.67,4.67,e Lyrae
star/j210112-321536,315.30002,-32.26,4.67,
star/j091048+633036,137.70001,63.51,4.67,
star/j182924-143412,277.35,-14.57,4.67,
star/j081200+173900,123.0,17.65,4.67,
star/j014948-104124,27.45,-10.69,4.67,
star/j043900+155512,69.75,15.92,4.67,
star/j032924+493036,52.35,49.51,4.67,
star/j060600-145624,91.5,-14.94,4.67,
star/j011348+243448,18.45,24.58,4.67,
star/j025848+393936,44.7,39.66,4.68,
star/j162024-784200,245.1,-78.7,4.68,
star/j013412+591348,23.550001,59.23,4.68,
star/j020412-291800,31.05,-29.3,4.68,
star/j085624-524312,134.09999,-52.72,4.68,
star/j093824+043900,144.6,4.65,4.68,
star/j015512-673900,28.8,-67.65,4.68,
star/j133148-061536,202.95,-6.26,4.68,
star/j224348-184948,340.94998,-18.83,4.68,
star/j213748-075100,324.44998,-7.85,4.68,
star/j103900+315848,159.75,31.98,4.68,
star/j193936+300900,294.9,30.15,4.68,
star/j100000+080224,150.0,8.04,4.68,
star/j193224+694012,293.1,69.67,4.68,
star/j133412+490112,203.54999,49.02,4.68,
star/j080112-012324,120.3,-1.39,4.69,
star/j220300-564648,330.75,-56.78,4.69,
star/j233448-423712,353.7,-42.62,4.69,
star/j074836-470448,117.15,-47.08,4.69,
star/j103900-591048,159.75,-59.18,4.69,
star/j042624+144236,66.6,14.71,4.69,
star/j214200+511124,325.5,51.19,4.69,
star/j124536-605848,191.40001,-60.98,4.69,
star/j073824-252136,114.6,-25.36,4.69,
star/j233300-205436,353.25,-20.91,4.7,
star/j195548-261800,298.95,-26.3,4.7,
star/j184200-090300,280.5,-9.05,4.7,
star/j211012+100748,317.55,10.13,4.7,
star/j052024-211424,80.100006,-21.24,4.7,
star/j113636-094800,174.15,-9.8,4.7,
star/j225436+842100,343.65,84.35,4.7,
star/j145136+190600,222.9,19.1,4.7,
star/j165400-422136,253.5,-42.36,4.7,
star/j114012-344424,175.05,-34.74,4.7,
star/j053000-010524,82.5,-1.09,4.71,
star/j092324-284948,140.85,-28.83,4.71,
star/j195400+082736,298.5,8.46,4.71,
star/j211800-321012,319.5,-32.17,4.71,
star/j051912+400600,79.8,40.1,4.71,
star/j050524-572812,76.350006,-57.47,4.71,
star/j114500-182100,176.25,-18.35,4.71,
